PC,Pick up car,ACL,9405,XP3,40,Food Stuffs,Generic,Basin Street,Basin St Stores,MUTT,South Yard,,,,,,,,,,,,,0,,,load
PC,Pick up car,ACL,4430,XP3,40,Food Stuffs,Generic,Basin Street,Basin St Stores,MUTT,South Yard,,,,,,,,,,,,,0,,,load
PC,Pick up car,CNJ,8878,XP3,40,Food Stuffs,Generic,Basin Street,Basin St Stores,MUTT,South Yard,,,,,,,,,,,,,0,,,load
PC,Pick up car,PRR,0306,GPD,40,Gravel,Generic,Basin Street,Bulk Material Wharf,MUTT,South Yard,,,,,,,,,,,,,0,,,load
PC,Pick up car,LV,2943,XP4,40,Coffee,Generic,Basin Street,Coffee Roasters,MUTT,South Yard,,,,,,,,,,,,,0,,,load
PC,Pick up car,FGEX,9508,RP3,40,Live Oysters,Generic,Basin Street,Mother Schuckers,MUTT,South Yard,,,,,,,,,,,,,0,,,load
PC,Pick up car,FGEX,9107,RP3,40,Live Oysters,Generic,Basin Street,Mother Schuckers,MUTT,South Yard,,,,,,,,,,,,,0,,,load
PC,Pick up car,B&A,1897,XP3,40,Tea,Generic,Basin Street,Tea,MUTT,South Yard,,,,,,,,,,,,,0,,,load
SC,Set out car,NYNH&H,9743,GPx,40,Empty,Generic,Basin Street,Gantry,Basin Street,4th St Pier,,,,,,,,,,,,,0,,,empty
SC,Set out car,PRR,3990,TPO,40,Empty,Generic,MUTT,South Yard,Basin Street,4th St Pier,,,,,,,,,,,,,0,,,empty
SC,Set out car,AT&SF,5337,FP3,40,Empty,Generic,MUTT,South Yard,Basin Street,4th St Pier,,,,,,,,,,,,,0,,,empty
SC,Set out car,PL,44011,XPP,40,Produce,Generic,MUTT,South Yard,Basin Street,Basin St Stores,,,,,,,,,,,,,0,,,load
SC,Set out car,FGEX,3597,RP3,40,Produce,Generic,MUTT,South Yard,Basin Street,Basin St Stores,,,,,,,,,,,,,0,,,load
SC,Set out car,B&A,6470,GPD,40,Empty,Generic,Basin Street,Gantry,Basin Street,Bulk Material Wharf,,,,,,,,,,,,,0,,,empty
SC,Set out car,ER,2050,XP3,40,Empty,Generic,MUTT,South Yard,Basin Street,Coffee Roasters,,,,,,,,,,,,,0,,,empty
SC,Set out car,PRR,5151,Bd,40,LCL,Generic,MUTT,South Yard,Basin Street,Express,,,,,,,,,,,,,0,,,load
SC,Set out car,PRR,5150,Bd,40,LCL,Generic,MUTT,South Yard,Basin Street,Express,,,,,,,,,,,,,0,,,load
SC,Set out car,PL,6762,FP3,40,boiler2,Generic,MUTT,South Yard,Basin Street,Gantry,,,,,,,,,,,,,0,,,load
SC,Set out car,B&O,6992,FP4,40,crate large,Generic,MUTT,South Yard,Basin Street,Gantry,,,,,,,,,,,,,0,,,load
SC,Set out car,FGEX,9489,RP3,40,Empty,Generic,MUTT,South Yard,Basin Street,Mother Schuckers,,,,,,,,,,,,,0,,,empty
SC,Set out car,FGEX,5751,RP3,40,Empty,Generic,MUTT,South Yard,Basin Street,Mother Schuckers,,,,,,,,,,,,,0,,,empty
SC,Set out car,M&P,8833,XP3,40,Empty,Generic,MUTT,South Yard,Basin Street,Tea,,,,,,,,,,,,,0,,,empty
TD,Train Departs,Basin Street,East
TL,Train Length Empties Cars,616,1,13
TW,Train Weight,36
LN,Location Name,MUTT
AT,Arrival Time,01:32
EDT,Estimated Departure Time,02:11
SL,Set out loco,MUTT,492,A4,40,ESS,,MUTT,South Yard,MUTT,South Yard,,,,,,
SC,Set out car,P&R,8715,XP3,40,Break Bulk,Generic,Basin Street,4th St Pier,MUTT,South Yard,,,,,,,,,,,,,0,,,load
SC,Set out car,PL,3265,XP3,40,Break Bulk,Generic,Basin Street,4th St Pier,MUTT,South Yard,,,,,,,,,,,,,0,,,load
SC,Set out car,P&R,54488,FP4,40,lumber,Generic,Basin Street,4th St Pier,MUTT,South Yard,,,,,,,,,,,,,0,,,load
SC,Set out car,PRR,5069,Bdr,40,Empty,Generic,Basin Street,Basin St Stores,MUTT,South Yard,,,,,,,,,,,,,0,,,empty
SC,Set out car,ACL,9405,XP3,40,Food Stuffs,Generic,Basin Street,Basin St Stores,MUTT,South Yard,,,,,,,,,,,,,0,,,load
SC,Set out car,ACL,4430,XP3,40,Food Stuffs,Generic,Basin Street,Basin St Stores,MUTT,South Yard,,,,,,,,,,,,,0,,,load
SC,Set out car,CNJ,8878,XP3,40,Food Stuffs,Generic,Basin Street,Basin St Stores,MUTT,South Yard,,,,,,,,,,,,,0,,,load
SC,Set out car,PRR,0306,GPD,40,Gravel,Generic,Basin Street,Bulk Material Wharf,MUTT,South Yard,,,,,,,,,,,,,0,,,load
SC,Set out car,LV,2943,XP4,40,Coffee,Generic,Basin Street,Coffee Roasters,MUTT,South Yard,,,,,,,,,,,,,0,,,load
SC,Set out car,FGEX,9508,RP3,40,Live Oysters,Generic,Basin Street,Mother Schuckers,MUTT,South Yard,,,,,,,,,,,,,0,,,load
SC,Set out car,FGEX,9107,RP3,40,Live Oysters,Generic,Basin Street,Mother Schuckers,MUTT,South Yard,,,,,,,,,,,,,0,,,load
SC,Set out car,B&A,1897,XP3,40,Tea,Generic,Basin Street,Tea,MUTT,South Yard,,,,,,,,,,,,,0,,,load
SC,Set out car,PRR,02,NPD,40,E,Generic,MUTT,South Yard,MUTT,South Yard,,,,,,C,,,,,,,0,,,Empty
TT,Train Terminates,MUTT
