PC,Pick up car,SP,7403,GB,40,Empty,Generic,Downtown,General Delivery,City,Hold 2,,,,,,,,,ID5n0hck6ehr36,,,,0,Northton,,empty
PC,Pick up car,B&A,5360,FM,40,Empty,Generic,Downtown,General Delivery,City,Hold 2,,,,,,,,,IDma4ojhet2km5,,,,0,Northton,,empty
PC,Pick up car,SP,2996,GB,40,Empty,Generic,Downtown,Sand,City,Hold 2,,,,,,,,,IDe5fq885n7qrr,,,,0,Easton,,empty
TD,Train Departs,Downtown,East
TL,Train Length Empties Cars,704,0,16
TW,Train Weight,0
LN,Location Name,City
AT,Arrival Time,17:14
EDT,Estimated Departure Time,18:44
PC,Pick up car,NYC,0574,GB,40,Empty,Generic,City,OB-Downtown,Downtown,Ash,,,,,,,,,IDbrnb8edkfnqc,,,,0,,,empty
PC,Pick up car,PRR,7481,HK,40,coal2,Generic,City,OB-Downtown,Downtown,Coal,,,,,,,,,IDjvwiivh3wuwz,,,,0,Northton,,load
PC,Pick up car,DL&W,6790,XM,40,LCL,Generic,City,OB-Downtown,Downtown,DX,,,,,,,,,IDbknoexjgungh,,,,0,,,load
PC,Pick up car,WJ&S,2288,XM,40,LCL,Generic,City,OB-Downtown,Downtown,DX,,,,,,,,,ID16n0btzcimk,,,,0,,,load
PC,Pick up car,PRR,7954,XM,40,LCL,Generic,City,OB-Downtown,Downtown,DX,,,,,,,,,IDpay5i1l5ht2a,,,,0,,,load
PC,Pick up car,PRR,9167,XM,40,LCL,Generic,City,OB-Downtown,Downtown,DX,,,,,,,,,IDkf08s9fwqdxy,,,,0,,,load
PC,Pick up car,PRR,2476,GB,40,Tarp,Generic,City,OB-Downtown,Downtown,Gantry Crane,,,,,,,,,IDke20iawb23h7,,,,0,,,load
PC,Pick up car,PRR,8836,GB,40,Tarp3,Generic,City,OB-Downtown,Downtown,Gantry Crane,,,,,,,,,IDxykpvfxe8x65,,,,0,,,load
PC,Pick up car,PRR,6558,XM,40,Merchandise,Generic,City,OB-Downtown,Downtown,General Delivery,,,,,,,,,ID8zocqr5ni92,,,,0,,,load
PC,Pick up car,NYC,7835,FM,40,Tarp,Generic,City,OB-Downtown,Downtown,General Delivery,,,,,,,,,IDg5pcl8qs6r1e,,,,0,,,load
PC,Pick up car,B&O,3291,FM,40,Tarp,Generic,City,OB-Downtown,Downtown,General Delivery,,,,,,,,,IDa2875gnzpzk0,,,,0,,,load
PC,Pick up car,NYNH&H,0256,XM,40,Merchandise,Generic,City,OB-Downtown,Downtown,General Delivery,,,,,,,,,ID6wojkvet5ocy,,,,0,,,load
PC,Pick up car,B&O,1911,XM,40,Merchandise,Generic,City,OB-Downtown,Downtown,General Delivery,,,,,,,,,ID9m1zvhck8gvi,,,,0,,,load
PC,Pick up car,CS,8963,XM,40,Merchandise,Generic,City,OB-Downtown,Downtown,General Delivery,,,,,,,,,ID6w7jhq6ej2w,,,,0,,,load
SC,Set out car,ACL,7836,GB,40,Cinders,Generic,Downtown,Ash,City,Hold 2,,,,,,,,,ID9eeuh8nsiyac,,,,0,Easton,,load
SC,Set out car,B&O,4601,HK,40,Empty,Generic,Downtown,Coal,City,Hold 2,,,,,,,,,IDeqs13v0vijoi,,,,0,Northton,,empty
SC,Set out car,P&R,2756,XM,40,LCL,Generic,Downtown,DX,City,Hold 2,,,,,,,,,IDw9507iscru7z,,,,0,Easton,,load
SC,Set out car,P&R,1315,XM,40,LCL,Generic,Downtown,DX,City,Hold 2,,,,,,,,,ID5ekmo58adyc0,,,,0,Easton,,load
SC,Set out car,PL,5884,XM,40,LCL,Generic,Downtown,DX,City,Hold 2,,,,,,,,,IDobj8bebl6qd1,,,,0,Easton,,load
SC,Set out car,B&A,3657,GB,40,Empty,Generic,Downtown,Gantry Crane,City,Hold 2,,,,,,,,,IDrj8in243xzy9,,,,0,Easton,,empty
SC,Set out car,ER,5365,GB,40,Empty,Generic,Downtown,Gantry Crane,City,Hold 2,,,,,,,,,ID4ms5w80cxwdp,,,,0,Easton,,empty
SC,Set out car,CNJ,2995,GB,40,Empty,Generic,Downtown,General Delivery,City,Hold 2,,,,,,,,,IDuumyt6ttriop,,,,0,Easton,,empty
SC,Set out car,PRR,6999,FM,40,Empty,Generic,Downtown,General Delivery,City,Hold 2,,,,,,,,,IDw1hdp6qf40p2,,,,0,Easton,,empty
SC,Set out car,LV,7577,XM,40,Goods,Generic,Downtown,General Delivery,City,Hold 2,,,,,,,,,IDlc2gtbapxt4z,,,,0,Easton,,load
SC,Set out car,NYNH&H,4979,XM,40,Goods,Generic,Downtown,General Delivery,City,Hold 2,,,,,,,,,IDze3czfooz3o9,,,,0,Easton,,load
SC,Set out car,CS,5997,GB,40,Empty,Generic,Downtown,General Delivery,City,Hold 2,,,,,,,,,ID13u54k1vv,,,,0,Northton,,empty
SC,Set out car,AT&SF,9192,GB,40,Empty,Generic,Downtown,General Delivery,City,Hold 2,,,,,,,,,ID11ud07ztcb50,,,,0,Northton,,empty
SC,Set out car,SP,7403,GB,40,Empty,Generic,Downtown,General Delivery,City,Hold 2,,,,,,,,,ID5n0hck6ehr36,,,,0,Northton,,empty
SC,Set out car,B&A,5360,FM,40,Empty,Generic,Downtown,General Delivery,City,Hold 2,,,,,,,,,IDma4ojhet2km5,,,,0,Northton,,empty
SC,Set out car,SP,2996,GB,40,Empty,Generic,Downtown,Sand,City,Hold 2,,,,,,,,,IDe5fq885n7qrr,,,,0,Easton,,empty
HOLD,Hold Car,ACL,0395,GB,40,Empty,Generic,City,OB-Downtown,,,,,,,,,,,IDunwg4ffl8d4l,,,,0,,,empty
HOLD,Hold Car,WJ&S,3512,GB,40,Empty,Generic,City,OB-Downtown,,,,,,,,,,,IDv08whycsptq8,,,,0,,,empty
HOLD,Hold Car,P&R,3532,GB,40,Empty,Generic,City,OB-Downtown,,,,,,,,,,,IDcstekqa72tzj,,,,0,Downtown,Ash,empty
TD,Train Departs,City,East
TL,Train Length Empties Cars,616,0,14
TW,Train Weight,0
LN,Location Name,Downtown
AT,Arrival Time,18:48
EDT,Estimated Departure Time,19:30
SC,Set out car,NYC,0574,GB,40,Empty,Generic,City,OB-Downtown,Downtown,Ash,,,,,,,,,IDbrnb8edkfnqc,,,,0,,,empty
SC,Set out car,PRR,7481,HK,40,coal2,Generic,City,OB-Downtown,Downtown,Coal,,,,,,,,,IDjvwiivh3wuwz,,,,0,Northton,,load
SC,Set out car,DL&W,6790,XM,40,LCL,Generic,City,OB-Downtown,Downtown,DX,,,,,,,,,IDbknoexjgungh,,,,0,,,load
SC,Set out car,WJ&S,2288,XM,40,LCL,Generic,City,OB-Downtown,Downtown,DX,,,,,,,,,ID16n0btzcimk,,,,0,,,load
SC,Set out car,PRR,7954,XM,40,LCL,Generic,City,OB-Downtown,Downtown,DX,,,,,,,,,IDpay5i1l5ht2a,,,,0,,,load
SC,Set out car,PRR,9167,XM,40,LCL,Generic,City,OB-Downtown,Downtown,DX,,,,,,,,,IDkf08s9fwqdxy,,,,0,,,load
SC,Set out car,PRR,2476,GB,40,Tarp,Generic,City,OB-Downtown,Downtown,Gantry Crane,,,,,,,,,IDke20iawb23h7,,,,0,,,load
SC,Set out car,PRR,8836,GB,40,Tarp3,Generic,City,OB-Downtown,Downtown,Gantry Crane,,,,,,,,,IDxykpvfxe8x65,,,,0,,,load
SC,Set out car,PRR,6558,XM,40,Merchandise,Generic,City,OB-Downtown,Downtown,General Delivery,,,,,,,,,ID8zocqr5ni92,,,,0,,,load
SC,Set out car,NYC,7835,FM,40,Tarp,Generic,City,OB-Downtown,Downtown,General Delivery,,,,,,,,,IDg5pcl8qs6r1e,,,,0,,,load
SC,Set out car,B&O,3291,FM,40,Tarp,Generic,City,OB-Downtown,Downtown,General Delivery,,,,,,,,,IDa2875gnzpzk0,,,,0,,,load
SC,Set out car,NYNH&H,0256,XM,40,Merchandise,Generic,City,OB-Downtown,Downtown,General Delivery,,,,,,,,,ID6wojkvet5ocy,,,,0,,,load
SC,Set out car,B&O,1911,XM,40,Merchandise,Generic,City,OB-Downtown,Downtown,General Delivery,,,,,,,,,ID9m1zvhck8gvi,,,,0,,,load
SC,Set out car,CS,8963,XM,40,Merchandise,Generic,City,OB-Downtown,Downtown,General Delivery,,,,,,,,,ID6w7jhq6ej2w,,,,0,,,load
TT,Train Terminates,Downtown
