SC,Set out car,WJ&S,3512,GB,40,Empty,Generic,City,75,City,OB-Downtown,,,,,,,,,IDv08whycsptq8,,,,0,Downtown,Sand,empty
SC,Set out car,ACL,0395,GB,40,Empty,Generic,City,75,City,OB-Downtown,,,,,,,,,IDunwg4ffl8d4l,,,,0,Downtown,Sand,empty
SC,Set out car,DL&W,6790,XM,40,LCL,Generic,City,75,City,OB-Downtown,,,,,,,,,IDbknoexjgungh,,,,0,Downtown,DX,load
SC,Set out car,PRR,6558,XM,40,Merchandise,Generic,City,75,City,OB-Downtown,,,,,,,,,ID8zocqr5ni92,,,,0,Downtown,General Delivery,load
SC,Set out car,NYC,7835,FM,40,Tarp,Generic,City,75,City,OB-Downtown,,,,,,,,,IDg5pcl8qs6r1e,,,,0,Downtown,General Delivery,load
SC,Set out car,WJ&S,2288,XM,40,LCL,Generic,City,75,City,OB-Downtown,,,,,,,,,ID16n0btzcimk,,,,0,Downtown,DX,load
SC,Set out car,B&O,3291,FM,40,Tarp,Generic,City,75,City,OB-Downtown,,,,,,,,,IDa2875gnzpzk0,,,,0,Downtown,General Delivery,load
SC,Set out car,PRR,7954,XM,40,LCL,Generic,City,75,City,OB-Downtown,,,,,,,,,IDpay5i1l5ht2a,,,,0,Downtown,DX,load
SC,Set out car,PRR,7481,HK,40,coal2,Generic,City,75,City,OB-Downtown,,,,,,,,,IDjvwiivh3wuwz,,,,0,Downtown,Coal,load
SC,Set out car,NYNH&H,0256,XM,40,Merchandise,Generic,City,75,City,OB-Downtown,,,,,,,,,ID6wojkvet5ocy,,,,0,Downtown,General Delivery,load
SC,Set out car,B&O,1911,XM,40,Merchandise,Generic,City,75,City,OB-Downtown,,,,,,,,,ID9m1zvhck8gvi,,,,0,Downtown,General Delivery,load
SC,Set out car,PRR,9167,XM,40,LCL,Generic,City,75,City,OB-Downtown,,,,,,,,,IDkf08s9fwqdxy,,,,0,Downtown,DX,load
SC,Set out car,CS,8963,XM,40,Merchandise,Generic,City,75,City,OB-Downtown,,,,,,,,,ID6w7jhq6ej2w,,,,0,Downtown,General Delivery,load
TT,Train Terminates,City
