PC,Pick up car,PL,4071,FM,40,Empty,Generic,Park,General Delivery,City,Hold 2,,,,,,,,,IDzvyfmvovhxtu,,,,0,Easton,,empty
PC,Pick up car,PRR,1219,GB,40,Empty,Generic,Park,General Delivery,City,Hold 2,,,,,,,,,ID22l5oj4063,,,,0,Easton,,empty
PC,Pick up car,PL,6912,GB,40,Empty,Generic,Park,General Delivery,City,Hold 2,,,,,,,,,IDlo7ay8lfhuu8,,,,0,Easton,,empty
PC,Pick up car,NYNH&H,3285,GB,40,Empty,Generic,Park,Lumber,City,Hold 2,,,,,,,,,ID3ifpgm2znvog,,,,0,Easton,,empty
PC,Pick up car,WJ&S,7368,GB,40,Empty,Generic,Park,Lumber,City,Hold 2,,,,,,,,,IDwrk6njveiy3m,,,,0,Northton,,empty
PC,Pick up car,PRR,1942,HK,40,Empty,Generic,Park,Power House,City,Hold 2,,,,,,,,,IDpwj91b0ocnj3,,,,0,Northton,,empty
TD,Train Departs,Park,West
TL,Train Length Empties Cars,880,0,19
TW,Train Weight,72
LN,Location Name,City
AT,Arrival Time,07:18
EDT,Estimated Departure Time,08:12
SC,Set out car,B&O,6978,HK,40,Empty,Generic,Park,Coal,City,Hold 2,,,,,,,,,IDnduvvjgzbq8t,,,,0,Northton,,empty
SC,Set out car,WCC,7193,HK,40,Empty,Generic,Park,Coal,City,Hold 2,,,,,,,,,IDyl5olpmmicha,,,,0,Northton,,empty
SC,Set out car,ACL,7510,XM,40,LCL,Generic,Park,Depot,City,Hold 2,,,,,,,,,IDsljrro2hsprx,,,,0,Downtown,DX,load
SC,Set out car,CS,5642,XM,40,LCL,Generic,Park,Depot,City,Hold 2,,,,,,,,,IDk2f6xopntka9,,,,0,Downtown,DX,load
SC,Set out car,ER,9009,XM,40,LCL,Generic,Park,Depot,City,Hold 2,,,,,,,,,IDjrvgsttgawta,,,,0,Downtown,DX,load
SC,Set out car,B&A,4384,XM,40,Goods,Generic,Park,Freight House,City,Hold 2,,,,,,,,,ID13u64kb81lrt,,,,0,Northton,,load
SC,Set out car,PRR,8639,XM,40,Goods,Generic,Park,Freight House,City,Hold 2,,,,,,,,,IDe34v9ig5ut0c,,,,0,Northton,,load
SC,Set out car,NYNH&H,0323,XM,40,Goods,Generic,Park,Freight House,City,Hold 2,,,,,,,,,ID9x8dm22y3dyy,,,,0,Northton,,load
SC,Set out car,UTLX,9520,TM,40,Empty,Generic,Park,Fuel Oil,City,Hold 2,,,,,,,,,IDeuzvm9a02olu,,,,0,Easton,,empty
SC,Set out car,PRR,3375,TM,40,Empty,Generic,Park,Fuel Oil,City,Hold 2,,,,,,,,,IDvxv7jidpp4b6,,,,0,Easton,,empty
SC,Set out car,TCX,2539,TM,40,Empty,Generic,Park,Fuel Oil,City,Hold 2,,,,,,,,,IDh3uefsvuk607,,,,0,Northton,,empty
SC,Set out car,PL,4071,FM,40,Empty,Generic,Park,General Delivery,City,Hold 2,,,,,,,,,IDzvyfmvovhxtu,,,,0,Easton,,empty
SC,Set out car,PRR,1219,GB,40,Empty,Generic,Park,General Delivery,City,Hold 2,,,,,,,,,ID22l5oj4063,,,,0,Easton,,empty
SC,Set out car,PL,6912,GB,40,Empty,Generic,Park,General Delivery,City,Hold 2,,,,,,,,,IDlo7ay8lfhuu8,,,,0,Easton,,empty
SC,Set out car,NYNH&H,3285,GB,40,Empty,Generic,Park,Lumber,City,Hold 2,,,,,,,,,ID3ifpgm2znvog,,,,0,Easton,,empty
SC,Set out car,WJ&S,7368,GB,40,Empty,Generic,Park,Lumber,City,Hold 2,,,,,,,,,IDwrk6njveiy3m,,,,0,Northton,,empty
SC,Set out car,PRR,1942,HK,40,Empty,Generic,Park,Power House,City,Hold 2,,,,,,,,,IDpwj91b0ocnj3,,,,0,Northton,,empty
SC,Set out car,PRR,2886,HK,40,Empty,Generic,Park,Power House,City,Hold 2,,,,,,,,,IDvl5fddy3ru69,,,,0,Northton,,empty
TD,Train Departs,City,West
TL,Train Length Empties Cars,88,0,1
TW,Train Weight,36
LN,Location Name,Train Service
AT,Arrival Time,08:16
EDT,Estimated Departure Time,08:19
SL,Set out loco,PRR,949,H9s,40,ESLF,,Train Service,Roundhouse,Train Service,Roundhouse,,,,,IDith2jnvr6b7p,
SC,Set out car,PRR,206,NM,40,Occupied,Generic,Train Service,Cabin Track,Train Service,Cabin Track,,,,,,C,,,IDps5kx8aq3xfs,,,,0,,,load
TT,Train Terminates,Train Service
