PC,Pick up car,PRR,1219,GB,40,Tarp,Generic,City,71,City,OB-Park,,,,,,,,,ID22l5oj4063,,,,0,Park,General Delivery,load
PC,Pick up car,PRR,8639,XM,40,Merchandise,Generic,City,71,City,OB-Park,,,,,,,,,IDe34v9ig5ut0c,,,,0,Park,Freight House,load
PC,Pick up car,NYNH&H,0323,XM,40,Merchandise,Generic,City,71,City,OB-Park,,,,,,,,,ID9x8dm22y3dyy,,,,0,Park,Freight House,load
PC,Pick up car,PRR,1942,HK,40,coal2,Generic,City,71,City,OB-Park,,,,,,,,,IDpwj91b0ocnj3,,,,0,Park,Power House,load
PC,Pick up car,PL,6912,GB,40,Tarp,Generic,City,71,City,OB-Park,,,,,,,,,IDlo7ay8lfhuu8,,,,0,Park,General Delivery,load
SC,Set out car,UTLX,9520,TM,40,fuel,Generic,City,71,City,OB-Park,,,,,,,,,IDeuzvm9a02olu,,,,0,Park,Fuel Oil,load
SC,Set out car,NYNH&H,3285,GB,40,Milled timber,Generic,City,71,City,OB-Park,,,,,,,,,ID3ifpgm2znvog,,,,0,Park,Lumber,load
SC,Set out car,WJ&S,7368,GB,40,Milled timber,Generic,City,71,City,OB-Park,,,,,,,,,IDwrk6njveiy3m,,,,0,Park,Lumber,load
SC,Set out car,TCX,2539,TM,40,fuel,Generic,City,71,City,OB-Park,,,,,,,,,IDh3uefsvuk607,,,,0,Park,Fuel Oil,load
SC,Set out car,ACL,7510,XM,40,LCL,Generic,City,71,City,OB-Park,,,,,,,,,IDsljrro2hsprx,,,,0,Park,Depot,load
SC,Set out car,CS,5642,XM,40,LCL,Generic,City,71,City,OB-Park,,,,,,,,,IDk2f6xopntka9,,,,0,Park,Depot,load
SC,Set out car,B&O,6978,HK,40,coal2,Generic,City,71,City,OB-Park,,,,,,,,,IDnduvvjgzbq8t,,,,0,Park,Coal,load
SC,Set out car,ER,9009,XM,40,LCL,Generic,City,71,City,OB-Park,,,,,,,,,IDjrvgsttgawta,,,,0,Park,Depot,load
SC,Set out car,WCC,7193,HK,40,coal2,Generic,City,71,City,OB-Park,,,,,,,,,IDyl5olpmmicha,,,,0,Park,Coal,load
SC,Set out car,PRR,3375,TM,40,fuel,Generic,City,71,City,OB-Park,,,,,,,,,IDvxv7jidpp4b6,,,,0,Park,Fuel Oil,load
SC,Set out car,PL,4071,FM,40,Tarp3,Generic,City,71,City,OB-Park,,,,,,,,,IDzvyfmvovhxtu,,,,0,Park,General Delivery,load
SC,Set out car,B&A,4384,XM,40,Merchandise,Generic,City,71,City,OB-Park,,,,,,,,,ID13u64kb81lrt,,,,0,Park,Freight House,load
SC,Set out car,PRR,1219,GB,40,Tarp,Generic,City,71,City,OB-Park,,,,,,,,,ID22l5oj4063,,,,0,Park,General Delivery,load
SC,Set out car,PRR,8639,XM,40,Merchandise,Generic,City,71,City,OB-Park,,,,,,,,,IDe34v9ig5ut0c,,,,0,Park,Freight House,load
SC,Set out car,NYNH&H,0323,XM,40,Merchandise,Generic,City,71,City,OB-Park,,,,,,,,,ID9x8dm22y3dyy,,,,0,Park,Freight House,load
SC,Set out car,PRR,1942,HK,40,coal2,Generic,City,71,City,OB-Park,,,,,,,,,IDpwj91b0ocnj3,,,,0,Park,Power House,load
SC,Set out car,PL,6912,GB,40,Tarp,Generic,City,71,City,OB-Park,,,,,,,,,IDlo7ay8lfhuu8,,,,0,Park,General Delivery,load
TT,Train Terminates,City
