PC,Pick up car,PL,5550,GB,40,Empty,Generic,City,74,City,OB-Valley,,,,,,,,,IDinfczzltrxey,,,,0,Junction,Steel Products,empty
PC,Pick up car,DL&W,0237,XM,40,Merchandise,Generic,City,74,City,OB-Valley,,,,,,,,,ID1rq1sunkh7jn,,,,0,Valley,General Delivery,load
PC,Pick up car,PRR,1035,XM,40,Merchandise,Generic,City,74,City,OB-Valley,,,,,,,,,ID1zqhyvo8dxxb,,,,0,Valley,General Delivery,load
PC,Pick up car,WJ&S,5624,XM,40,LCL,Generic,City,74,City,OB-Valley,,,,,,,,,IDvu9zh5u9cb6e,,,,0,Valley,Depot,load
PC,Pick up car,WJ&S,6658,XM,40,LCL,Generic,City,74,City,OB-Valley,,,,,,,,,ID7ps46r8j3ucq,,,,0,Valley,Depot,load
PC,Pick up car,CS,5981,XM,40,LCL,Generic,City,74,City,OB-Valley,,,,,,,,,ID4i4e9zj9uy9v,,,,0,Valley,Depot,load
SC,Set out car,B&A,1434,XM,40,LCL,Generic,City,74,City,OB-Valley,,,,,,,,,IDg7y5wlzn92ig,,,,0,Junction,Depot,load
SC,Set out car,WJ&S,3565,XM,40,Empty,Generic,City,74,City,OB-Valley,,,,,,,,,IDkl56e079tvnx,,,,0,Junction,Steel Products,empty
SC,Set out car,SP,2604,XM,40,LCL,Generic,City,74,City,OB-Valley,,,,,,,,,IDcnl1flxniaxc,,,,0,Junction,Depot,load
SC,Set out car,PL,5550,GB,40,Empty,Generic,City,74,City,OB-Valley,,,,,,,,,IDinfczzltrxey,,,,0,Junction,Steel Products,empty
SC,Set out car,DL&W,0237,XM,40,Merchandise,Generic,City,74,City,OB-Valley,,,,,,,,,ID1rq1sunkh7jn,,,,0,Valley,General Delivery,load
SC,Set out car,PRR,1035,XM,40,Merchandise,Generic,City,74,City,OB-Valley,,,,,,,,,ID1zqhyvo8dxxb,,,,0,Valley,General Delivery,load
SC,Set out car,WJ&S,5624,XM,40,LCL,Generic,City,74,City,OB-Valley,,,,,,,,,IDvu9zh5u9cb6e,,,,0,Valley,Depot,load
SC,Set out car,WJ&S,6658,XM,40,LCL,Generic,City,74,City,OB-Valley,,,,,,,,,ID7ps46r8j3ucq,,,,0,Valley,Depot,load
SC,Set out car,CS,5981,XM,40,LCL,Generic,City,74,City,OB-Valley,,,,,,,,,ID4i4e9zj9uy9v,,,,0,Valley,Depot,load
SC,Set out car,FGEX,9586,RB,40,Iced,Generic,Downtown,Ice,City,OB-Valley,,R6,,,,,,,IDv1wq1cfvnk4a,,,,0,Valley,Produce,load
SC,Set out car,FGEX,0775,RB,40,Iced,Generic,Downtown,Ice,City,OB-Valley,,R6,,,,,,,ID5hsqgn36j9my,,,,0,Valley,Produce,load
SC,Set out car,FGEX,2300,RS,40,Iced,Generic,Downtown,Ice,City,OB-Valley,,R6,,,,,,,ID4ln8kzuc6877,,,,0,Valley,Produce,load
SC,Set out car,FGEX,2420,RS,40,Iced,Generic,Downtown,Ice,City,OB-Valley,,R6,,,,,,,IDsptgk3fh144m,,,,0,Valley,Produce,load
SC,Set out car,FGEX,2534,RB,40,Iced,Generic,Downtown,Ice,City,OB-Valley,,R6,,,,,,,IDhnk8dtlbhkhy,,,,0,Valley,Produce,load
SC,Set out car,FGEX,2746,RB,40,Iced,Generic,Downtown,Ice,City,OB-Valley,,R6,,,,,,,IDqdgfpxfowi9d,,,,0,Valley,Produce,load
SC,Set out car,FGEX,2851,RB,40,Iced,Generic,Downtown,Ice,City,OB-Valley,,R6,,,,,,,IDruua2j4dp5c4,,,,0,Valley,Produce,load
SC,Set out car,FGEX,3251,RB,40,Iced,Generic,Downtown,Ice,City,OB-Valley,,R6,,,,,,,IDoy6613zn1xio,,,,0,Valley,Produce,load
SC,Set out car,FGEX,6135,RB,40,Iced,Generic,Downtown,Ice,City,OB-Valley,,R6,,,,,,,ID8fh29qr2osqc,,,,0,Valley,Produce,load
SC,Set out car,FGEX,8387,RS,40,Iced,Generic,Downtown,Ice,City,OB-Valley,,R6,,,,,,,IDh3v6ivoh1x1o,,,,0,Valley,Produce,load
SC,Set out car,FGEX,9060,RS,40,Iced,Generic,Downtown,Ice,City,OB-Valley,,R6,,,,,,,IDupn67kvttdm0,,,,0,Valley,Produce,load
SC,Set out car,FGEX,9138,RB,40,Iced,Generic,Downtown,Ice,City,OB-Valley,,R6,,,,,,,IDfl6k2va0sr8a,,,,0,Valley,Produce,load
TT,Train Terminates,City
